belongs_to_collection,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,keywords,cast,crew,ratings
id 374509 name Godzilla Showa Collection posterpath scvwS6k8gIW8w24UcmePQqVL10ljpg backdroppath dx9YSup5zEOjxYwG4UkYBVAZIXojpg,"53,27,878",,1678,tt0047034,ja,,Japan is thrown into a panic after several ships explode and are sunk near Odo Island An expedition to the island led by paleontologist Professor Kyohei Yemani soon discover something more devastating than imagined in the form of a 164 foot tall monster whom the natives call Gojira Now the monster begins a rampage that threatens to destroy not only Japan but the rest of the world as well,13.153272,1MJcpTpeSh2RtRHI7EMHStvWDEtjpg,622,iso31661 JP,1954-11-03,96.0,ja,Released,Its Alive,Godzilla,6.9,194.0,"233,907,2041,2580,3799,5703,5704,7671,161791,223059",1678,1678,36.939128664495115
,"14,53",,167810,tt2366608,en,Lost River,A single mother is swept into a dark underworld while her teenage son discovers a road that leads him to a secret underwater town,6.640704,sa84rNBCvCFiqpnMyG7aE6pTzVCjpg,"2266,2527,12562",iso31661 US,2015-04-08,95.0,en,Released,Dive deep into the underwater town,Lost River,5.8,228.0,"1449,10622",167810,167810,25.0
,"10751,14,12",,167858,tt0141830,ru,Skazka Stranstviy,In this fantasy with dragons and flying machines 10yearold Marta is determined to find her brother who was kidnapped at Christmastime by a fake Saint Nick because the little boy is blessed with the ability to locate gold A kindly wise philosophertype by the name of Orlando joins Marta in her search and together they survive a gigantic sleeping dragon and imprisonment in a tower with no clear means of escape They overcome that hurdle but later on Orlando succumbs to the evils of The Plague an allconsuming woman and Marta continues on her search alone Eventually she does find her brother  but that only introduces problems she had never considered,0.586365,lxOrDCC4UuGDd72HnOp3F8jnKJKjpg,"1931,5120,7168",iso31661 RU,1983-09-04,99.0,ru,Released,,The Story of the Voyages,5.4,4.0,"1321,5301,11112,12554,33344,188959",167858,167858,27.142857142857142
id 374509 name Godzilla Showa Collection posterpath scvwS6k8gIW8w24UcmePQqVL10ljpg backdroppath dx9YSup5zEOjxYwG4UkYBVAZIXojpg,"28,878,27",,1679,tt0048127,ja,Gojira no Gyakush,In a hastily produced firstsequel to the classic Gojira two pilots race back to Japan to inform the government that two giants monsters are on the loose Soon the two monsters arrive in Osaka where they resume their battle,2.772214,hz7qYQiYqxItCDgYGW4Q8GqLEGSjpg,882,iso31661 JP,1955-04-24,82.0,ja,Released,,Godzilla Raids Again,6.0,28.0,"7671,10617,10642,161791",1679,1679,19.11764705882353
,"28,35,27",httpwwwfistofjesuscom,167956,tt2705402,es,Fist of Jesus,When Jacob tells Jesus that his son Lazarus is dead Jesus goes to his home to resurrect him Only this is the first time that Jesus has ever tried to bring back someone from the dead You do not always get it right the first time What follows is a goretastic nine minutes of Biblical splatter violence and comedy Even our Lord and Savior goofs up once and a while But he makes amends Big time,0.873612,3igIOy7Q4wj3vZFrKjsdVxOmvN2jpg,54957,iso31661 ES,2012-06-05,15.0,es,Released,Jesus loves some others feel his fist,Fist of Jesus,7.6,15.0,"10292,12377,33407",167956,167956,30.0
,"27,53",,167960,tt2449810,en,Sanitarium,Malcom McDowell Lou Diamond Phillips and Robert Englund star in three separate stories set in an eerie mental asylum,10.267494,vuubgejILfXGy0uf4uxDaEfcydsjpg,22500,iso31661 US,2013-03-01,106.0,en,Released,Locked in insamity,Sanitarium,4.6,26.0,,167960,167960,30.0
,99,,167966,tt0405455,en,Voices from the List,Based exclusively on testimonies of Schindler Juden from the Institutes Visual History Archive Voices from the List continues beyond the narrative of the Academy Awardwinning film Schindlers List by incorporating rare archival footage and an original score to add a new dimension to the story of Oskar Schindler,0.154035,fnl2xE0Wft1pQxR5PMKvdpWi9n2jpg,,,2004-03-09,77.0,,Released,,Voices from the List,6.4,4.0,,167966,167966,21.666666666666668
id 151 name Star Trek The Original Series Collection posterpath zcB8KxHA4EapOoZZPAvwgmE1iGKjpg backdroppath 9BQj9hq0aK6yM9Tm2NJ28jg5,"878,12",,168,tt0092007,en,Star Trek IV The Voyage Home,Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet Admiral Kirk William Shatner and his crew begin their journey home to face justice for their actions But as they near Earth they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet In a desperate attempt to answer the call of the probe Kirk and his crew race back to the late twentieth century However they soon find the world they once knew to be more alien than anything theyve encountered in the far reaches of the galaxy,12.596956,62nATuMKuaLhd5VHKumHOrJnCZajpg,4,iso31661 US,1986-11-25,119.0,"en,fi",Released,The key to saving the future can only be found in the past,Star Trek IV The Voyage Home,6.9,490.0,"83,582,665,4379,4676,5359,155212,161176",168,168,30.637993094835817
id 374509 name Godzilla Showa Collection posterpath scvwS6k8gIW8w24UcmePQqVL10ljpg backdroppath dx9YSup5zEOjxYwG4UkYBVAZIXojpg,"28,12,878",,1680,tt0056142,ja,Kingu Kongu tai Gojira,After a 7 year hiatus Godzilla returned to the screen to take on King Kong in the 3rd film in the Godzilla franchise A pharmaceutical company captures King Kong and brings him to Japan where he escapes from captivity and battles a recently revived Godzilla,2.894775,pyf3DWaSCy8nLHgUijCME8CkIItjpg,"882,46976",iso31661 JP,1962-08-11,98.0,ja,Released,The motion picture screen beckons you to adventure that thrills the emotions with shock and terror,King Kong vs Godzilla,6.0,48.0,"233,720,907,1852,2041,2771,5704,7671,9663,10787,11100,11873,12369,12667,159099,161791,196425,201956,204975",1680,1680,35.10552824079626
,"18,10749",httptlareleasingcomfilmsmonsterpies,168022,tt2379082,en,Monster Pies,Mike has felt alienated and alone for as long as he can remember until a new boy arrives at his school  awakening feelings and a world of possibilities hed never before dared to dream of,0.782851,z1mDS0zMG5nIBGibdMJ78k26PPJjpg,"328,18262",iso31661 AU,2013-04-10,85.0,en,Released,Sometimes opposites dont attract,Monster Pies,6.1,15.0,"10199,10508,10873,158968",168022,168022,40.0
id 245326 name The Fjllbacka Murders posterpath q2ldSCwmdEUpfW4y4HuLpIhauV3jpg backdroppath hGhTAKFSQfoT4kdpj031SDWdN6kjpg,"80,9648",,168056,tt2190252,sv,Fjllbackamorden 05  Vnner fr livet,The successful detective writer Erica Falck is thinking that her next book should be based on a true mysterious event from her childhood When she was only 13 years old one of her dear friends and classmate Peter boarded a bus and then disappeared Erica has been unable to let go of the tragic event and her first meeting with a real mystery As she starts digging deeper into what really happened to Peter it seems as if she has awakened a sleeping beast When Ericas only connection to Peter his brother Ivan who is on his way to see her gets stabbed and murdered her mission becomes not only to solve the mystery about Peter but also to find out who killed Ivan During a high school reunion party the heat builds up when Tina Peter and,0.775202,4ZxVjoxHWdqA2vrxWcv2NXF9pD4jpg,11792,iso31661 SE,2013-01-02,90.0,sv,Released,,The Fjllbacka Murders Friends for Life,5.6,7.0,,168056,168056,35.0
,"27,878,53",,168098,tt0775440,en,Cell,When a strange signal pulsates through all cell phone networks worldwide it starts a murderous epidemic of epic proportions when users become bloodthirsty creatures and a group of people in New England are among the survivors to deal with the ensuing chaos after,10.752519,c5N6Pw3P6TqQnGcqiVkhO9u85KBjpg,"5113,6692,18950,34380,78555",iso31661 US,2016-07-06,98.0,en,Released,When everyone is connected no one is safe,Cell,4.4,325.0,"236,818,822,1680,9826,10339,14819,15156,177317,188957",168098,168098,30.0
,"18,10751",,168112,tt2368817,sv,Eskil  Trinidad,Eskil moves from town to town with his father in Northern Sweden He misses his mother and sucks at playing hockey the main activity among the boys his age Things changes when he meets Trinidad a mysterious woman who lives outside society spending her time building a great ship that perhaps could take Eskil to his mother,0.058112,rgO85WKO4dVp5DUfrRlzoSMo6uDjpg,5674,iso31661 SE,2013-03-29,98.0,sv,Released,Maps will guide your way but hope will take you anywhere,Eskil  Trinidad,5.5,2.0,,168112,168112,30.0
,53,,168114,tt2429640,hi,Murder 3,A hotshot fashion and wildlife photographer Vikram gets into a relationship with Nisha She moves in with him in his palatial house outside of the city The old world house made decades ago is as beautiful as it is scary It holds many secrets which Nisha is soon to unearth of the life of the man who made it and of Vikram who is dealing with the mysterious disappearance of his former girlfriend Roshni,0.734917,xOc5y0T2exIpbVxYDSHkuK6rhFmjpg,3749,iso31661 IN,2013-02-14,124.0,hi,Released,This Valentine Love will be murdered,Murder 3,3.9,8.0,,168114,168114,25.0
id 374509 name Godzilla Showa Collection posterpath scvwS6k8gIW8w24UcmePQqVL10ljpg backdroppath dx9YSup5zEOjxYwG4UkYBVAZIXojpg,"14,878,28,12",,1682,tt0058379,ja,Mosura tai Gojira,The 4th film in the Godzilla franchise restores the serious tone of the original Godzilla film A greedy developer has placed huge machines to suck dry a part of the ocean near Tokyo so he can build luxury condos After a storm a giant egg washes up on a nearby beach  The developers plans go awry when he disrupts Godzillas rest and the monster goes stomping through Tokyo Its up to Mothra defend its egg and Japan from Godzilla  One of the most popular films in the original Godzilla series,2.967672,7XdeTfAEEeK6L485Aa9qw99wk2Jjpg,882,iso31661 JP,1964-04-29,89.0,ja,Released,Nothing Like This Ever On the Screen,Mothra vs Godzilla,6.4,38.0,"233,1299,5698,7671,9027,9663,11100,12667,156176,159088,159099,161791,210614,210621",1682,1682,38.3524199867398
,16,,168202,tt0241399,en,Yego zhena kuritsa,Extraordinarily detailed and beautifully drawn animation of a bizarre and surreal world the domestic life of a fat man his wife a sort of oversized obese chicken and their childpet a sluglike creature with a human head This expressionistic and interior vision of Soviet animator Kovalyov is like an animated Eraserhead,0.003013,ysEH9Rs3Xn95qdSGjpSKhBMaDJPjpg,,iso31661 RU,1990-05-01,13.0,ru,Released,,Hen His Wife,7.5,2.0,"2479,3307",168202,168202,32.5
,"18,27",httpwwwaetvcombagofbones,168210,tt1212452,en,Bag of Bones,Bestselling novelist Mike Noonan unable to cope after his wifes sudden death returns to the couples lakeside retreat in Maine where he becomes involved in a custody battle between a young widow and her childs enormously wealthy grandfather Mike inexplicably receives mysterious ghostly visitations escalating nightmares and the realization that his late wife still has something to tell him,2.539238,7lBe79kHYoVwiIHJiKi08M0Glwzjpg,"13151,13152,13153",iso31661 US,2011-12-10,157.0,"en,it",Released,Beware the lake,Bag of Bones,5.8,41.0,"570,793,818,1889,2968,6152,9826,10229,10541,11162,41307,155251",168210,168210,31.0
,18,,168228,tt0070714,en,Some Call It Loving,Stanley Kubricks onetime righthand man directs this perverse sui generis take on the Sleeping Beauty story which made a splash at Cannes and had an undeniable influence on Kubricks Eyes Wide Shut A jazz musician Zalman King falls in love with a comatose woman at a carny sideshow and takes her to his mansion to join his cabinet of sexual curiosities,1.203444,A3toUAFaiZq0hQjnHQh8ieGoCTkjpg,21136,iso31661 US,1973-11-16,105.0,en,Released,The Only Act of Its Kind in the World For Sale,Some Call It Loving,4.5,2.0,"293,3473",168228,168228,35.0
,"53,27",httpwwwthereapingmoviecom,1683,tt0444682,en,The Reaping,Katherine Morrissey a former Christian missionary lost her faith after the tragic deaths of her family Now she applies her expertise to debunking religious phenomena When a series of biblical plagues overrun a small town Katherine arrives to prove that a supernatural force is not behind the occurrences but soon finds that science cannot explain what is happening Instead she must regain her faith to combat the evil that waits in a Louisiana swamp,9.825841,wwpI649fFYWaOhit5O1WLsFuHOIjpg,"79,1786,6194,15763,19965",iso31661 US,2007-04-05,99.0,"es,en",Released,What Hath God Wrought,The Reaping,5.4,209.0,"1261,2618,3036,3134,4456,5705,6150",1683,1683,36.88655672163918
,"10752,18",,168300,tt0036977,ja,Kanko no machi,,0.341334,3L3nzcQgcb9wXnbqjswBckpbKSRjpg,4641,iso31661 JP,1944-06-08,73.0,ja,Released,,Jubilation Street,6.7,3.0,,168300,168300,40.0
,18,,168320,tt2395455,en,The Weight of Elephants,Adrian is a classic outsider His playful dreamy imagination distracts him from everyday life for the reality he lives in could not be more different Neither his chronically depressed uncle nor his overworked grandmother understand the tenyearolds games His mother abandoned him when he was very young and he is bullied at school Just as news arrives that three children are missing a new family moves in next door Adrian develops a close relationship to their tomboyish tenyearold daughter Nicole and believes he is getting close to solving the mys tery of the missing children New Zealand forms the backdrop for this universal story for adults and those who have never wanted to grow up It is a story about friendship and lonelin,0.189664,1bYgm0GfCNBTnQt1FD74ON9lwqkjpg,"76,13160",iso31661 DK,2013-02-14,87.0,en,Released,,The Weight of Elephants,7.3,3.0,10683,168320,168320,25.0
,18,,168408,tt0053800,en,Esther and the King,Recently widowed Persian King Ahasuerus wants to marry the beautiful Esther But Esther is a Jewess and Haman the kings evil minister is spreading hatred against the Jews  Set in the  4th century BC this Biblical epic stars Richard Egan Demetrius And The Gladiators A Summer Place as Ahasuerus and Italian leading man Sergio Fantoni as Haman  Esther is portrayed by none other than Joan Collins who would later gain fame as the scheming Alexis Carrington in the hit TV series Dynasty  Directed by Raoul Walsh The Thief of Bagdad High Sierra White Heat  1960  Running Time 109 min  Color,1.813569,8OCQ3sxeRLBlNJ5osbnkPHEz7pgjpg,"306,641,12240",iso31661 US,1960-11-18,109.0,en,Released,,Esther and the King,5.5,2.0,,168408,168408,21.25
